1173,13
381,41
1226,40
1372,29
889,164
1226,109
109,45
1175,462
1040,239
1296,82
715,190
1083,496
387,129
1045,43
398,311
1074,321
116,75
1396,343
732,271
1310,131
791,162
880,49
1051,120
496,290
1045,297
1385,493
335,579
956,213
325,207
563,66
1048,42
951,226
1371,586
821,495
1240,476
866,337
739,226
237,568
55,178
1259,231
601,266
573,542
676,100
431,52
772,330
706,367
1301,336
147,270
445,290
582,474
1280,98
818,401
168,495
236,413
1070,180
139,170
707,440
294,357
677,505
782,71
318,123
641,482
733,350
968,257
162,479
1309,372
1241,49
8,259
31,505
1124,532
811,534
1053,125
1038,118
1009,93
558,222
1294,375
920,409
529,333
1184,330
96,226
235,8
636,75
12,346
563,275
195,189
459,549
1011,259
1223,88
1385,206
284,401
921,23
332,515
176,562
1343,596
341,131
602,555
1346,41
606,225
790,258
258,367
1100,391
1198,80
459,190
673,199
1241,254
948,220
1270,371
580,179
168,28
1145,579
555,261
862,510
37,8
362,554
1073,561
964,162
1111,84
1391,131
553,581
1031,91
295,515
759,240
663,400
108,117
1104,445
103,169
146,504
1235,395
141,93
550,571
1192,426
1344,298
574,97
957,145
269,168
747,401
1109,91
837,158
107,63
138,484
261,211
428,447
1056,246
466,53
1157,74
10,154
135,121
1091,455
787,593
1191,319
9,83
1087,438
1031,431
839,303
1160,194
488,511
573,151
550,224
710,392
172,230
1095,161
186,379
1091,176
1343,180
251,22
360,492
335,11
834,71
498,262
142,75
1160,344
639,399
683,149
1072,318
218,75
700,94
708,446
1262,506
455,98
1318,141
359,444
1104,129
909,237
413,433
427,0
1059,412
486,480
1091,367
601,360
397,147
152,30
1207,494
1365,94
65,170
1348,577
354,512
172,381
1017,425
927,63
254,488
463,128
553,291
1333,382
1397,330
983,295
836,493
520,475
1294,345
833,290
605,290
1287,87
596,518
620,599
764,42
1297,11
187,139
120,526
226,561
828,131
318,314
345,123
616,404
405,39
180,544
549,281
280,105
1233,365
1051,393
788,556
286,86
874,508
852,18
934,22
1208,217
109,140
612,330
968,278
3,496
1160,106
290,90
756,329
1192,514
795,10
1364,86
117,62
885,352
1195,432
963,556
171,472
1107,374
12,2
494,316
230,299
230,578
90,452
660,451
1146,249
908,510
888,429
1206,527
720,562
809,289
950,514
408,1
793,216
515,94
294,487
1246,246
1215,467
776,123
302,119
177,103
114,561
0,483
240,53
886,129
566,573
1024,220
900,297
554,126
764,433
767,379
1181,121
540,526
555,573
773,477
463,108
337,200
297,520
63,22
457,521
162,226
464,273
1181,220
1106,510
897,485
1281,65
593,95
751,571
811,400
1195,428
1013,389
968,71
850,235
998,5
122,513
566,449
1284,409
303,528
224,151
1131,141
127,515
1259,8
919,244
1266,144
1055,290
1136,239
272,263
437,491
1167,83
450,576
1386,24
765,345
730,5
711,492
42,283
1057,453
239,518
1049,366
438,371
505,197
300,127
1292,250
1215,432
1083,451
434,327
660,264
660,267
688,389
1368,5
963,515
680,105
437,20
1009,41
45,164
1319,39
29,183
1395,464
730,473
256,130
1102,207
250,159
250,357
709,3
524,194
268,394
54,217
495,380
1244,300
324,106
856,146
1090,366
1398,94
794,528
776,417
193,595
136,514
997,51
1220,263
985,144
1366,153
805,348
458,5
1351,536
507,536
583,559
74,205
1181,27
1343,544
905,385
873,62
798,490
624,496
169,315
840,202
631,363
360,4
105,394
886,305
386,166
1376,165
880,280
757,160
1054,583
680,391
255,352
828,547
866,542
116,516
697,476
546,541
267,546
39,525
89,484
1005,191
997,151
1076,463
582,219
387,142
583,261
430,383
891,97
394,327
1219,559
1266,497
377,164
277,49
64,304
484,230
364,502
651,33
944,172
213,238
846,297
194,284
447,228
1132,529
1147,46
991,274
279,124
1157,471
411,394
942,339
18,472
1355,63
964,4
927,264
973,348
1381,408
1267,6
1125,214
1205,413
1337,219
1075,454
831,378
988,470
986,169
272,345
903,303
659,593
746,165
1257,241
245,42
1060,0
499,479
354,554
40,148
1167,368
1072,101
345,337
236,472
818,115
480,295
270,576
1245,430
870,183
1298,158
456,261
1206,581
1316,380
815,533
157,209
384,582
164,183
823,436
227,188
415,218
134,435
1365,12
499,152
574,114
421,542
888,21
765,453
155,290
969,59
446,422
1179,66
660,203
898,464
823,555
867,415
1362,357
1203,555
1144,78
697,500
530,116
23,128
885,116
811,83
274,565
100,325
92,28
1079,501
893,280
1126,18
78,487
319,599
69,476
264,549
410,393
1291,432
212,566
802,267
39,398
277,307
956,314
1082,255
985,196
909,449
480,469
508,237
387,209
299,388
451,363
250,0
752,313
250,81
1043,502
150,416
1383,330
299,530
42,521
905,330
1255,123
112,217
1138,339
763,145
108,491
270,476
512,101
1223,492
671,401
8,389
1391,350
203,571
1056,131
1046,279
1251,472
431,445
1317,420
601,288
783,335
1369,202
655,220
648,109
771,571
1170,347
856,228
1120,428
302,23
696,195
349,22
1290,95
581,336
1247,55
431,390
1140,597
146,343
1343,346
889,67
411,280
1094,181
1189,122
82,214
602,551
1132,219
1056,458
141,17
1204,44
191,588
117,80
790,594
1099,273
1133,151
938,512
16,60
918,548
1013,531
81,559
174,493
192,251
773,3
439,223
883,21
715,468
379,196
1349,343
152,138
296,18
1317,480
1360,265
1333,575
1229,354
1220,53
975,231
234,73
960,8
1155,327
177,28
585,287
650,48
873,34
1318,194
927,165
219,42
437,259
885,485
636,575
927,407
96,86
81,548
976,84
589,514
1092,411
709,53
1304,47
767,66
113,509
586,526
841,55
929,198
69,177
656,483
254,128
155,317
84,566
437,213
875,131
414,420
511,386
530,228
37,439
23,74
1283,572
4,124
221,527
1141,188
1277,277
781,355
623,169
243,48
1243,14
50,169
911,375
1133,266
130,425
1,154
312,329
579,535
767,177
123,263
1380,256
255,379
1233,160
1195,73
353,498
962,379
842,570
403,219
1118,16
960,526
322,514
926,28
814,134
753,294
433,409
628,7
440,269
616,182
652,322
350,269
646,504
845,55
311,393
109,226
58,130
495,69
874,596
625,133
1138,96
312,360
141,498
1267,390
394,61
775,446
463,397
636,139
682,542
1299,230
1263,226
1104,470
670,19
1243,199
36,540
157,238
319,63
360,509
262,27
557,58
155,421
938,142
317,306
1101,427
997,367
729,514
1122,266
905,176
1219,396
300,552
1223,291
515,267
1373,451
1316,362
401,396
